work_item_id,parent_work_item_id,kind,title,body,labels,sprint
40,3,task,TMJ-ETL-033 - Extractor XLSX Opt-in: extrair para staging com linhagem,"*ID:* TMJ-ETL-033
*Sprint:* Sprint 1 — Extractor XLSX (opt-in e leads)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 1 — Extractor XLSX (opt-in e leads)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** A base de opt-in e a fonte para dinamica de pre-venda e proxy de relacionamento BB; precisamos extrair de forma reprodutivel e rastreavel.
**Escopo:**
- Inclui: extractor de opt-in e carga em tabela de staging no banco (com lineage_ref)
- Exclui: agregacoes/marts (isso e do epico de Normalizacao)

**Implementação (passos):**
- Implementar `extract_optin_xlsx(path) -> iterator[dict]` usando `xlsx_utils`.
- Definir modelo/tabela `stg_optin_transactions` e migration correspondente.
- No load: criar ingestion run, criar lineage refs por sheet/range, e persistir registros com `ingestion_id`.

**Critérios de aceite:**
- [ ] Registros de opt-in sao carregados em staging com `ingestion_id` e `lineage_ref_id`
- [ ] Quando faltar linhagem obrigatoria, ingestao falha ou marca parcial conforme policy
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/xlsx_optin.py`
- `npbb/backend/app/models/stg_optin.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-019
- TMJ-ETL-023
- TMJ-ETL-032

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-040
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-1",Sprint 1
41,3,task,TMJ-ETL-034 - Extractor XLSX Leads: extrair e normalizar acoes para staging,"*ID:* TMJ-ETL-034
*Sprint:* Sprint 1 — Extractor XLSX (opt-in e leads)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 1 — Extractor XLSX (opt-in e leads)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** A planilha de leads contem PII e a coluna de acoes pode ter multiplos valores; precisamos extrair com dedupe basico e rastreio.
**Escopo:**
- Inclui: extractor de leads e carga em staging (incluindo parsing de ""Acoes"")
- Exclui: integracao completa com tabelas finais do NPBB (canonical/marts)

**Implementação (passos):**
- Implementar `extract_leads_xlsx(path) -> iterator[dict]` mapeando colunas conhecidas.
- Implementar parser de `Acoes` para lista (delimitadores e limpeza) e salvar em staging normalizado (ex.: tabela `stg_lead_actions`).
- Criar migrations para `stg_leads` e `stg_lead_actions` com `ingestion_id` e `lineage_ref_id`.

**Critérios de aceite:**
- [ ] Leads e acoes sao carregados em staging com chaves e linhagem
- [ ] Parser de acoes e deterministico e documentado (delimitadores suportados)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/xlsx_leads.py`
- `npbb/backend/app/models/stg_leads.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-019
- TMJ-ETL-023
- TMJ-ETL-032

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-041
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-1",Sprint 1
42,3,task,TMJ-ETL-035 - Testes unitarios XLSX (utils + extractors),"*ID:* TMJ-ETL-035
*Sprint:* Sprint 1 — Extractor XLSX (opt-in e leads)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 1 — Extractor XLSX (opt-in e leads)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Extractors de XLSX sao sensiveis a layout; testes evitam quebra silenciosa quando mudar cabecalho/aba.
**Escopo:**
- Inclui: fixtures XLSX minimas e testes para utils, opt-in e leads
- Exclui: testes de integracao com Postgres real (usar banco de teste configurado)

**Implementação (passos):**
- Criar fixtures XLSX em `tests/fixtures/xlsx/` cobrindo header mesclado e colunas essenciais.
- Testar `find_header_row`/`build_columns` e extratores retornando registros esperados.
- Testar que lineage e registrada (sheet/header_row) e que policy required falha quando ausente.

**Critérios de aceite:**
- [ ] Testes cobrem utils e extratores para cenarios minimos e de falha
- [ ] Testes cobrem a geracao de metadata de linhagem no fluxo de extracao
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/fixtures/xlsx/optin_min.xlsx`
- `tests/fixtures/xlsx/leads_min.xlsx`
- `tests/test_xlsx_extractors.py`

**Dependências:**
- TMJ-ETL-033
- TMJ-ETL-034

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-042
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-1",Sprint 1
43,3,task,TMJ-ETL-036 - Dependencias e bootstrap do extractor PPTX,"*ID:* TMJ-ETL-036
*Sprint:* Sprint 2 — Extractor PPTX (midias e social listening)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 2 — Extractor PPTX (midias e social listening)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Para extrair metricas de slides com fidelidade, precisamos de biblioteca de PPTX e uma estrutura padrao de parsing.
**Escopo:**
- Inclui: adicionar dependencia `python-pptx` e criar modulo base de leitura de slides
- Exclui: mapeamento slide->metrica (issue separada)

**Implementação (passos):**
- Adicionar `python-pptx` (e dependencias) no `requirements.txt`/`pyproject.toml` do ambiente de ETL.
- Criar `npbb/etl/extract/pptx_reader.py` com funcao `iter_slides(pptx_path)`.
- Documentar limitacoes (textos em shapes, tabelas, imagens) no docstring.

**Critérios de aceite:**
- [ ] Dependencia esta declarada e o modulo consegue abrir um PPTX e iterar slides
- [ ] Erros de arquivo invalido sao tratados com excecoes acionaveis
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/requirements.txt`
- `npbb/etl/extract/pptx_reader.py`

**Dependências:**
- TMJ-ETL-031

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-043
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-2",Sprint 2
44,3,task,TMJ-ETL-037 - Fallback: extrair texto do PPTX via ZIP/XML (sem python-pptx),"*ID:* TMJ-ETL-037
*Sprint:* Sprint 2 — Extractor PPTX (midias e social listening)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 2 — Extractor PPTX (midias e social listening)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Em ambiente restrito, a dependencia pode falhar. Precisamos de fallback para extrair `a:t` do XML dos slides.
**Escopo:**
- Inclui: extracao de texto por slide via zip/xml
- Exclui: interpretacao de numeros e labels (issue separada)

**Implementação (passos):**
- Implementar `iter_slide_text_blocks(pptx_path) -> iterator[SlideText]` via `zipfile` e parse de XML.
- Retornar `slide_number`, `slide_title` (heuristica), e `texts[]`.
- Registrar linhagem minima (slide_number) para consumo posterior.

**Critérios de aceite:**
- [ ] Fallback extrai textos por slide de forma deterministica
- [ ] Saida contem `slide_number` e lista de textos para mapeamento posterior
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/pptx_xml_fallback.py`
- `npbb/etl/extract/pptx_reader.py`

**Dependências:**
- TMJ-ETL-036
- TMJ-ETL-022

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-044
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-2",Sprint 2
45,3,task,TMJ-ETL-038 - Config: mapeamento slide->metrica (formato e loader),"*ID:* TMJ-ETL-038
*Sprint:* Sprint 2 — Extractor PPTX (midias e social listening)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 2 — Extractor PPTX (midias e social listening)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Slides tem layout variavel. Para evitar hardcode, o extractor deve ser dirigido por configuracao.
**Escopo:**
- Inclui: definir formato de config e loader/validador do arquivo de mapeamento
- Exclui: extracao efetiva de metricas (issue separada)

**Implementação (passos):**
- Definir `pptx_metrics.yml` com chaves: slide_number/regex de titulo, metric_name, platform, unit, extraction_rule.
- Implementar `load_pptx_mapping(path) -> list[MappingRule]` com validacao de schema.
- Documentar como adicionar nova metrica e como registrar evidencia (label do slide).

**Critérios de aceite:**
- [ ] Config possui schema validado e e carregada em objetos tipados
- [ ] Regras invalidas falham com mensagem clara (campo faltante, regex invalida)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/config/pptx_metrics.yml`
- `npbb/etl/extract/pptx_mapping.py`

**Dependências:**
- TMJ-ETL-036

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-045
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-2",Sprint 2
46,3,task,TMJ-ETL-039 - Extractor PPTX: gerar stg_social_metrics com lineage por slide,"*ID:* TMJ-ETL-039
*Sprint:* Sprint 2 — Extractor PPTX (midias e social listening)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 2 — Extractor PPTX (midias e social listening)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** As metricas de redes/social listening precisam ser extraidas com evidencia e linhagem por slide.
**Escopo:**
- Inclui: extracao orientada por mapping + carga em staging `stg_social_metrics`
- Exclui: agregacoes/marts e graficos (relatorio Word)

**Implementação (passos):**
- Implementar `extract_social_metrics(pptx_path, mapping_rules) -> iterator[dict]`.
- Criar modelo/migration de `stg_social_metrics` com `ingestion_id` e `lineage_ref_id`.
- Registrar `LineageRef` com `location_type=slide` e `evidence_text` como label/titulo do box.

**Critérios de aceite:**
- [ ] Metricas sao carregadas em staging com `platform`, `metric_name`, `metric_value` e linhagem por slide
- [ ] O extractor falha/parcial quando a regra nao encontra o label esperado (drift de layout)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/pptx_social_metrics.py`
- `npbb/backend/app/models/stg_social_metrics.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-019
- TMJ-ETL-023
- TMJ-ETL-038

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-046
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-2",Sprint 2
47,3,task,TMJ-ETL-040 - Testes unitarios PPTX (reader + mapping + extractor),"*ID:* TMJ-ETL-040
*Sprint:* Sprint 2 — Extractor PPTX (midias e social listening)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 2 — Extractor PPTX (midias e social listening)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Precisamos garantir que o parsing de slides e o mapping nao quebrem com pequenas mudancas no PPTX.
**Escopo:**
- Inclui: fixtures PPTX simples e testes para reader/fallback/mapping/extractor
- Exclui: testes de performance e arquivos grandes

**Implementação (passos):**
- Criar fixture PPTX minima em `tests/fixtures/pptx/min_metrics.pptx` (ou construir via xml fixture).
- Testar `pptx_reader`, fallback xml, `load_pptx_mapping` e `extract_social_metrics`.
- Validar registro de linhagem (slide) e comportamento em drift (metric missing).

**Critérios de aceite:**
- [ ] Testes cobrem leitura de slides, parsing de mapping e extracao de metricas
- [ ] Testes cobrem comportamento quando label/metric nao e encontrado (drift)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/fixtures/pptx/min_metrics.pptx`
- `tests/test_pptx_extractors.py`

**Dependências:**
- TMJ-ETL-039

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 2
**ID legado:** TMJ-ETL-047
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-2",Sprint 2
48,3,task,TMJ-ETL-041 - Dependencias PDF + classificador (texto vs imagem/scan),"*ID:* TMJ-ETL-041
*Sprint:* Sprint 3 — Extractor PDF (controle de acesso e relatorios)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 3 — Extractor PDF (controle de acesso e relatorios)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** PDFs podem ter texto ou serem imagens. Precisamos escolher estrategia (tabela vs OCR/assistido) antes de tentar extrair.
**Escopo:**
- Inclui: declarar dependencias de PDF e implementar classificador de conteudo por pagina
- Exclui: extracao de tabelas especificas (issues separadas)

**Implementação (passos):**
- Adicionar dependencias (ex.: `pypdf` e `pdfplumber`) no ambiente de ETL.
- Implementar `classify_pdf(p) -> PdfProfile` (tem texto, tem imagens, numero de paginas).
- Registrar no ingestion run um sumario do profile (para auditoria).

**Critérios de aceite:**
- [ ] Dependencias de PDF estao declaradas e modulo classifica PDFs de exemplo
- [ ] Profile registra informacoes suficientes para decidir estrategia de extracao
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/requirements.txt`
- `npbb/etl/extract/pdf_profile.py`
- `npbb/etl/extract/pdf_classify.py`

**Dependências:**
- TMJ-ETL-019

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-048
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-3",Sprint 3
49,3,task,TMJ-ETL-042 - Extractor PDF controle de acesso: tabela por sessao para staging,"*ID:* TMJ-ETL-042
*Sprint:* Sprint 3 — Extractor PDF (controle de acesso e relatorios)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 3 — Extractor PDF (controle de acesso e relatorios)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Controle de acesso e a fonte oficial de ""entradas validadas"" por sessao, que alimenta big numbers e comparecimento.
**Escopo:**
- Inclui: extracao de tabela de controle de acesso e carga em `stg_access_control_sessions`
- Exclui: reconciliacao e checks (fica no epico de Data Quality)

**Implementação (passos):**
- Implementar `extract_access_control_pdf(pdf_path) -> iterator[dict]` (por pagina/tabela).
- Criar modelo/migration `stg_access_control_sessions` com colunas padrao e `lineage_ref_id`.
- Registrar `LineageRef` com `location_type=page` e `evidence_text` (titulo/cabecalho da tabela quando possivel).

**Critérios de aceite:**
- [ ] Registros de controle de acesso sao carregados em staging com colunas padrao e linhagem por pagina
- [ ] Quando o PDF nao for extraivel automaticamente, o sistema retorna status parcial com orientacao
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/pdf_access_control.py`
- `npbb/backend/app/models/stg_access_control.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-021
- TMJ-ETL-041

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-049
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-3",Sprint 3
50,3,task,TMJ-ETL-043 - Fallback assistido: spec YAML para extrair tabela de PDF (bbox + colunas),"*ID:* TMJ-ETL-043
*Sprint:* Sprint 3 — Extractor PDF (controle de acesso e relatorios)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 3 — Extractor PDF (controle de acesso e relatorios)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** PDFs instaveis exigem um modo assistido, onde definimos coordenadas e mapeamento de colunas por versao.
**Escopo:**
- Inclui: formato YAML de spec assistido e interpretador para extracao por pagina/area
- Exclui: UI para marcacao (somente arquivo de spec e execucao via CLI)

**Implementação (passos):**
- Definir `pdf_table_specs.yml` (page, bbox, columns, header_rows, postprocess).
- Implementar `load_pdf_table_specs(path)` e `extract_with_spec(pdf_path, spec)`.
- Integrar fallback no extractor de controle de acesso quando extracao automatica falhar.

**Critérios de aceite:**
- [ ] Spec YAML e validado e permite extrair tabela quando o modo automatico falhar
- [ ] Fallback registra linhagem (page + bbox) e evidencia associada ao spec
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/config/pdf_table_specs.yml`
- `npbb/etl/extract/pdf_assisted_specs.py`
- `npbb/etl/extract/pdf_access_control.py`

**Dependências:**
- TMJ-ETL-042

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-050
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-3",Sprint 3
51,3,task,TMJ-ETL-044 - Extractor PDF DIMAC/MTC: capturar metricas com evidencia ou gerar GAP,"*ID:* TMJ-ETL-044
*Sprint:* Sprint 3 — Extractor PDF (controle de acesso e relatorios)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 3 — Extractor PDF (controle de acesso e relatorios)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** DIMAC e MTC podem trazer metricas em texto/quadro. Se nao houver evidencia precisa, o pipeline deve gerar GAP, nao numero.
**Escopo:**
- Inclui: extracao orientada a padroes (regex/anchors) + estrutura de saida GAP-aware
- Exclui: OCR completo e extração de graficos complexos (ficaria para iteracao posterior)

**Implementação (passos):**
- Criar extratores `extract_dimac_pdf_metrics` e `extract_mtc_pdf_metrics` com saida `MetricCandidate`.
- Para cada metrica encontrada, exigir `LineageRef` (page + evidence_text). Caso contrario, registrar como GAP.
- Persistir saidas em staging (`stg_dimac_metrics`, `stg_mtc_metrics`) com status (ok/gap).

**Critérios de aceite:**
- [ ] Metricas extraidas possuem linhagem (page + evidencia); caso contrario, viram GAP estruturado
- [ ] Saidas em staging permitem auditar o que foi encontrado vs o que faltou
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/extract/pdf_dimac.py`
- `npbb/etl/extract/pdf_mtc.py`
- `npbb/backend/app/models/stg_dimac_mtc.py`

**Dependências:**
- TMJ-ETL-021
- TMJ-ETL-041

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-051
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-3",Sprint 3
52,3,task,TMJ-ETL-045 - Testes unitarios PDF (profile + assisted specs + access control),"*ID:* TMJ-ETL-045
*Sprint:* Sprint 3 — Extractor PDF (controle de acesso e relatorios)
*Épico:* Extractors por tipo (PDF/XLSX/PPTX)

**Sprint:** Sprint 3 — Extractor PDF (controle de acesso e relatorios)
**Épico:** Extractors por tipo (PDF/XLSX/PPTX)

**Contexto:** Extração de PDF e fragil. Precisamos de testes para o classificador e para o modo assistido.
**Escopo:**
- Inclui: testes para classificador e interpretador de spec assistido (com fixtures pequenas)
- Exclui: testes end-to-end com PDFs grandes

**Implementação (passos):**
- Criar fixtures PDF pequenas (ou mocks) para validar `classify_pdf`.
- Criar fixture YAML de spec e testar `load_pdf_table_specs` e `extract_with_spec`.
- Testar que o extractor de controle de acesso usa fallback quando automatico falha.

**Critérios de aceite:**
- [ ] Testes cobrem classificador e fallback assistido
- [ ] Testes cobrem comportamento de falha/parcial com mensagens acionaveis
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `tests/fixtures/pdf/min_table.pdf`
- `tests/fixtures/pdf/table_specs_min.yml`
- `tests/test_pdf_extractors.py`

**Dependências:**
- TMJ-ETL-043


## Épico: Normalizacao e Regras de Metrica

---
**Épico:** TMJ 2025 - Extractors por tipo (PDF/XLSX/PPTX)
**Sprint:** Sprint 3
**ID legado:** TMJ-ETL-052
","tmj2025,etl,task,extractors-por-tipo-pdf-xlsx-pptx,sprint-3",Sprint 3
53,4,task,TMJ-ETL-046 - Modelos e migration: events e event_sessions (dimensoes canonicas),"*ID:* TMJ-ETL-046
*Sprint:* Sprint 1 — Catalogo de sessoes e dimensoes
*Épico:* Normalizacao e Regras de Metrica

**Sprint:** Sprint 1 — Catalogo de sessoes e dimensoes
**Épico:** Normalizacao e Regras de Metrica

**Contexto:** O relatorio e por evento/dia/sessao. Sem dimensoes canonicas, fatos ficam soltos e as agregacoes ficam inconsistentes.
**Escopo:**
- Inclui: criar tabelas/modelos `events` e `event_sessions` e migrations
- Exclui: carga automatica de agenda master (epico de Cobertura de shows)

**Implementação (passos):**
- Definir modelos SQLModel para `Event` e `EventSession` (chaves, datas, tipo, timestamps).
- Criar migration Alembic criando tabelas e indices (event_id, session_date, session_type).
- Documentar campos obrigatorios e como outras tabelas devem referenciar `session_id`.

**Critérios de aceite:**
- [ ] Migration cria `events` e `event_sessions` com indices e constraints minimas
- [ ] Modelos ORM existem e permitem relacionar fatos por `session_id`
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/models/events_sessions.py`
- `npbb/backend/alembic/versions/`

**Dependências:**
- TMJ-ETL-017

---
**Épico:** TMJ 2025 - Normalizacao e Regras de Metrica
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-053
","tmj2025,etl,task,normalizacao-e-regras-de-metrica,sprint-1",Sprint 1
54,4,task,TMJ-ETL-047 - Regras de nomeacao e classificacao de sessoes (diurno_gratuito vs noturno_show),"*ID:* TMJ-ETL-047
*Sprint:* Sprint 1 — Catalogo de sessoes e dimensoes
*Épico:* Normalizacao e Regras de Metrica

**Sprint:** Sprint 1 — Catalogo de sessoes e dimensoes
**Épico:** Normalizacao e Regras de Metrica

**Contexto:** A classificacao correta de sessoes e fundamental para nao misturar publico diurno gratuito com show noturno.
**Escopo:**
- Inclui: funcoes deterministicas para nomear e classificar sessoes
- Exclui: deduplicacao de publico e regras de negocio de vendas

**Implementação (passos):**
- Implementar `normalize_session_name(raw) -> str` e `classify_session(raw) -> session_type`.
- Definir dominio de `session_type` (ex.: diurno_gratuito, noturno_show, outro).
- Documentar heuristicas e pontos de extensao (ex.: agenda master sobrescreve heuristica).

**Critérios de aceite:**
- [ ] Funcoes produzem nomes e tipos consistentes para a mesma entrada
- [ ] Dominio de `session_type` e controlado e validado
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/core/sessions/session_normalize.py`
- `npbb/core/sessions/session_classify.py`

**Dependências:**
- TMJ-ETL-046

---
**Épico:** TMJ 2025 - Normalizacao e Regras de Metrica
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-054
","tmj2025,etl,task,normalizacao-e-regras-de-metrica,sprint-1",Sprint 1
55,4,task,TMJ-ETL-048 - Resolver session_id: mapear registros de staging para event_sessions,"*ID:* TMJ-ETL-048
*Sprint:* Sprint 1 — Catalogo de sessoes e dimensoes
*Épico:* Normalizacao e Regras de Metrica

**Sprint:** Sprint 1 — Catalogo de sessoes e dimensoes
**Épico:** Normalizacao e Regras de Metrica

**Contexto:** Staging de XLSX/PDF/PPTX precisa ser vinculado a `session_id` para que marts e report funcionem por sessao/dia.
**Escopo:**
- Inclui: resolver `session_id` para registros de staging (opt-in, access control, social)
- Exclui: agregacao em marts (epico de marts)

**Implementação (passos):**
- Implementar `resolve_session_id(session, event_id, raw_session_fields) -> session_id`.
- Atualizar loaders de staging para preencher `event_id`/`session_id` quando a fonte trouxer timestamp/nome.
- Definir estrategia para casos ambiguos (ex.: marcar como `session_id` nulo e gerar finding).

**Critérios de aceite:**
- [ ] Registros de staging relevantes podem ser associados a um `session_id` quando houver dados suficientes
- [ ] Casos ambiguos geram registro acionavel (finding) e nao silenciam o problema
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/backend/app/services/session_resolver.py`
- `npbb/backend/app/models/stg_optin.py`
- `npbb/backend/app/models/stg_access_control.py`
- `npbb/backend/app/models/stg_social_metrics.py`

**Dependências:**
- TMJ-ETL-033
- TMJ-ETL-039
- TMJ-ETL-042
- TMJ-ETL-047

---
**Épico:** TMJ 2025 - Normalizacao e Regras de Metrica
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-055
","tmj2025,etl,task,normalizacao-e-regras-de-metrica,sprint-1",Sprint 1
56,4,task,TMJ-ETL-049 - Relatorio basico: sessoes esperadas vs sessoes observadas (coverage),"*ID:* TMJ-ETL-049
*Sprint:* Sprint 1 — Catalogo de sessoes e dimensoes
*Épico:* Normalizacao e Regras de Metrica

**Sprint:** Sprint 1 — Catalogo de sessoes e dimensoes
**Épico:** Normalizacao e Regras de Metrica

**Contexto:** Antes de fechar, precisamos enxergar rapidamente se existem sessoes sem dados e dados sem sessao.
**Escopo:**
- Inclui: gerador de relatorio de cobertura (por sessao) usando registry + sessions
- Exclui: regras especificas de show (12/12 e 14/12) e gates (epico de Cobertura de shows)

**Implementação (passos):**
- Implementar um relatorio (Markdown/JSON) que liste `event_sessions` e datasets observados em staging.
- Reutilizar `latest_ingestion_by_source` e `resolve_session_id` para cruzar informacoes.
- Produzir status por sessao (ok/gap) e lista de missing datasets.

**Critérios de aceite:**
- [ ] Relatorio lista sessoes e aponta datasets ausentes com base em staging
- [ ] Saida e consumivel por DQ e por geracao de relatorio (futuro)
- [ ] Docstring adicionada (PEP257) descrevendo objetivo, entradas, saídas e exceções
- [ ] (se aplicável) Testes unitários adicionados e passando

**Arquivos afetados:**
- `npbb/etl/validate/session_coverage_report.py`
- `npbb/backend/app/services/etl_coverage_queries.py`

**Dependências:**
- TMJ-ETL-026
- TMJ-ETL-048

---
**Épico:** TMJ 2025 - Normalizacao e Regras de Metrica
**Sprint:** Sprint 1
**ID legado:** TMJ-ETL-056
","tmj2025,etl,task,normalizacao-e-regras-de-metrica,sprint-1",Sprint 1
